Ticker,Short Name,NI / Profit T12M,SE End Pd LF,EBITDA T12M,EBIT T12M,Total Liab LF,FCF T12M,Tot Assets LF,Market Cap,P/E,Total Return YTD,Revenue T12M,EPS T12M,Tot Debt LF,Fitch Long Term Issuer Default Rating,Curr Liab LF,Curr Assets LF
MU US Equity,MICRON TECH,11908999936.00,58806001664.00,22421000000.00,13732000000.00,27165000000.00,4652000000.00,85971000000.00,416776079348.30,34.66,29.74,42312000000.00,10.63,12493000000.00,BBB,12060000000.00,29665000000.00
CNC US Equity,CENTENE CORP,-6673999936.00,20056000512.00,-6249000000.00,-7623000000.00,56691000000.00,4321000000.00,76747000000.00,21465804150.00,41.65,6.08,194777000000.00,-13.61,18162000000.00,BBB,36696000000.00,40370000000.00
CUERVO* MM Equity,BECLE SAB DE CV,8646396928.00,70293372928.00,11013639000.00,9664163000.00,35810351000.00,6087824000.00,106103724000.00,59721261885.63,6.90,-19.66,43087369000.00,2.41,20830313000.00,BBB,12455502000.00,40235461000.00
VIPS US Equity,VIPSHOP HOLD-ADR,7242490112.00,44443164672.00,10211266666.67,8135946000.00,34400154000.00,6907016000.00,78843318000.00,8880988532.01,8.28,-9.84,105919546000.00,13.99,6449029000.00,BBB,30883084000.00,39575267000.00
CAH US Equity,CARDINAL HEALTH,1662000000.00,-2700000000.00,3416000000.00,2533000000.00,60783000000.00,5503000000.00,58083000000.00,51247121964.48,29.74,6.24,244673000000.00,6.99,9027000000.00,BBB,43314000000.00,39230000000.00
992 HK Equity,LENOVO GROUP,1481022992.00,7846076928.00,4181692000.00,2755993000.00,44786306000.00,1755914000.00,52632383000.00,113130491414.64,9.66,-1.51,78469763000.00,0.12,8381307000.00,BBB,36890420000.00,35437844000.00
ORCL US Equity,ORACLE CORP,15425000192.00,30456999936.00,25603000000.00,18475000000.00,174527000000.00,-13181000000.00,204984000000.00,439473964800.00,27.83,-21.33,61017000000.00,5.45,124386000000.00,BBB,37795000000.00,34366000000.00
HUM US Equity,HUMANA INC,1188000000.00,17737000960.00,3528000000.00,2704000000.00,31172000000.00,375000000.00,48909000000.00,21507756867.30,10.72,-30.06,129664000000.00,9.84,12675000000.00,BBB,16346000000.00,32733000000.00
CNH US Equity,CNH INDUSTRIAL N,510000000.00,7824999936.00,3520000000.00,2783000000.00,34922000000.00,1340000000.00,42747000000.00,13836554304.24,19.93,20.93,18095000000.00,0.40,27034000000.00,BBB,2355000000.00,31406000000.00
600803 CH Equity,ENN NATURAL-A,4427880000.00,61703680000.00,18170945000.00,11752700000.00,74939290000.00,3934610000.00,136642970000.00,67488112970.70,16.33,5.01,133024750000.00,1.43,38699460000.00,BBB,53510890000.00,40697600000.00
GGBR4 BZ Equity,GERDAU-PREF,1387019968.00,53798490112.00,7327031000.00,3643446000.00,27889686000.00,1305834000.00,81688175000.00,35895103602.00,27.67,-7.31,69858532000.00,0.68,18662361261.32,BBB,9887420000.00,28605081000.00
KZTO KZ Equity,KAZTRANSOIL JSC,49079458816.00,1012939816960.00,112413319000.00,45716259000.00,383676547000.00,56472789000.00,1396616332000.00,450045646077.92,9.17,23.17,335989211000.00,127.60,109420765000.00,BBB,110358223000.00,178461174000.00
MPC US Equity,MARATHON PETROLE,4047000064.00,24085999616.00,12083000000.00,8291000000.00,54571000000.00,5488000000.00,83955000000.00,65220103489.92,23.00,36.75,132699000000.00,13.36,34358000000.00,BBB,19678000000.00,24780000000.00
VLO US Equity,VALERO ENERGY,2348000064.00,26605000704.00,6831000000.00,3181000000.00,31383000000.00,3938000000.00,57988000000.00,67170261146.38,21.27,38.84,122687000000.00,7.65,10534000000.00,BBB,14109000000.00,23210000000.00
GM US Equity,GENERAL MOTORS C,2696000000.00,65216999424.00,17875000000.00,2909000000.00,214699272793.73,17564000000.00,281284000000.00,67987422224.13,6.41,-7.29,185019000000.00,3.11,131312000000.00,BBB,93341000000.00,108767000000.00
KEGC KZ Equity,KAZAKHSTAN ELECT,57637630976.00,792798101504.00,131604797000.00,74868936000.00,319006317000.00,31979856000.00,1111804438000.00,402343074899.28,6.98,-6.01,366353721000.00,209.36,160928598000.00,BBB,32424202000.00,118488909000.00
CCOLA TI Equity,COCA-COLA ICECEK,15024608000.00,83106062336.00,29827403000.00,22596567000.00,111354275000.00,5801506000.00,194460339000.00,190129432466.84,13.11,19.73,173643261000.00,5.37,56342866000.00,BBB,72181821000.00,83230796000.00
CVS US Equity,CVS HEALTH CORP,1768000064.00,75381997568.00,11600000000.00,4660000000.00,178156000000.00,7807000000.00,253538000000.00,99130686028.96,11.11,-1.02,402067000000.00,1.41,79950000000.00,BBB,88692000000.00,74714000000.00
81 HK Equity,CHINA OVERSEAS G,353302992.00,38395539456.00,1260139000.00,1136149000.00,103909793885.91,4424045500.00,127742508000.00,9289967677.13,23.12,31.82,38586646000.00,0.10,44771347000.00,BBB,60652197000.00,120356393000.00
ORSTED DC Equity,ORSTED A/S,2440000000.00,148940996608.00,18913000000.00,8718000000.00,198212847931.29,-30954000000.00,367922000000.00,183712541435.98,36.10,16.43,73244000000.00,3.95,107857000000.00,BBB,67148000000.00,137510000000.00
SIGMAFA MM Equity,SIGMA FOODS SAB,8543201872.00,14997000192.00,20763000000.00,15989000000.00,108051000000.00,222000000.00,123048000000.00,100665096159.88,11.04,15.06,177854000000.00,1.54,59944000000.00,BBB,41118000000.00,51393000000.00
GPN US Equity,GLOBAL PAYMENTS,1400107040.00,23779481600.00,3215001000.00,1754624000.00,29559003000.00,2038823000.00,53338484000.00,21384461382.80,11.20,-1.29,7705878000.00,5.80,22171173000.00,BBB,7456844000.00,12602671000.00
GEHC US Equity,GE HEALTHCARE TE,2085000000.00,10401000448.00,3477000000.00,2763000000.00,26307000000.00,1505000000.00,36906000000.00,33848535195.09,15.28,-9.41,20625000000.00,4.56,10422000000.00,BBB,9105000000.00,12501000000.00
SYY US Equity,SYSCO CORP,1797000000.00,27181000704.00,4007000000.00,3062000000.00,24843000000.00,1750000000.00,27181000000.00,40819259214.27,18.61,16.52,82646000000.00,3.72,14969000000.00,BBB,9585000000.00,12417000000.00
EXPE US Equity,EXPEDIA GROUP IN,1294000000.00,2547000064.00,2842000000.00,1871000000.00,21905000000.00,3110000000.00,24452000000.00,30587042170.02,18.56,-11.72,14733000000.00,10.48,6476000000.00,BBB,16657000000.00,12199000000.00
6862 HK Equity,HAIDILAO INTERNA,4428483968.00,9564081152.00,8805799000.00,6430424000.00,11550974000.00,5214788000.00,21115055000.00,94367821701.05,18.35,18.81,41967078000.00,0.81,5876223000.00,BBB,8553892000.00,11798228000.00
LYB US Equity,LYONDELLBASELL-A,-745000000.00,10092999680.00,1410000000.00,-420000000.00,23796000000.00,384000000.00,34003000000.00,21620827223.58,38.38,56.84,30153000000.00,-2.34,14635000000.00,BBB,6129000000.00,10868000000.00
EDP PL Equity,EDP SA,1149726000.00,16506228736.00,4856441000.00,2839968000.00,38450146000.00,-1673355000.00,54956375000.00,17317665246.36,14.74,8.33,15606993000.00,0.28,21744906441.65,BBB,9354952000.00,10786908000.00
KHC US Equity,KRAFT HEINZ CO/T,-5846000000.00,41777000448.00,-3565000000.00,-4669000000.00,39997000000.00,3661000000.00,81786000000.00,29049096189.54,9.58,2.85,24942000000.00,-4.93,21772000000.00,BBB,8778000000.00,10127000000.00
PWR US Equity,QUANTA SERVICES,1028377984.00,8938249216.00,2651453000.00,1611509000.00,15899027000.00,1517446000.00,24926901000.00,80822918811.32,73.64,28.02,28479697000.00,6.90,6418954000.00,BBB,8716198000.00,9903417000.00
CVE CN Equity,CENOVUS ENERGY,3946000000.00,31622000640.00,9607000000.00,4415000000.00,31786000000.00,3321000000.00,63424000000.00,57887262991.58,13.86,32.60,49718000000.00,2.18,14207000000.00,BBB,6314000000.00,9890000000.00
ENA PW Equity,ENEA,816720960.00,18731931648.00,4500863000.00,2451876000.00,20477634000.00,5060720000.00,39209566000.00,11982517768.23,19.27,17.66,29497021000.00,1.54,7496137000.00,BBB,9591073000.00,14857296000.00
WISE LN Equity,WISE PLC - A,386600000.00,1432400000.00,-56400000.00,-89000000.00,20679300000.00,5293300000.00,22111700000.00,9107969597.76,23.70,-0.28,1278000000.00,0.37,130447077.69,BBB,20316200000.00,21847100000.00
ET US Equity,ENERGY TRANSFER,4433000128.00,49259999232.00,14811000000.00,9027000000.00,92026000000.00,3846000000.00,141286000000.00,64471495135.50,14.92,15.77,85536000000.00,1.22,70093000000.00,BBB,14955000000.00,18233000000.00
LDO IM Equity,LEONARDO SPA,1049000000.00,10120999936.00,2271000000.00,1517000000.00,22575000000.00,637000000.00,32696000000.00,35429055499.85,32.27,19.24,18697000000.00,1.82,4500000000.00,BBB,18248000000.00,17758000000.00
600170 CH Equity,SHANG CONSTR-A,2027491040.00,52101623808.00,8288011049.44,4466791248.16,336152176956.60,11910475456.87,360387589995.88,25769226105.03,13.92,9.43,244282345632.45,0.21,90616313217.56,BBB,246433114217.77,272521632326.88
PARAUCO CI Equity,PARQUE ARAUCO,149972705280.00,1956882677760.00,333087721000.00,328348131000.00,2327799886000.00,246379862000.00,4284682595000.00,3315372986061.00,22.11,22.42,383792582000.00,165.58,1784310612000.00,BBB,278117654000.00,274033137000.00
CPFE3 BZ Equity,CPFL ENERGIA SA,5484325888.00,23504508928.00,13175708000.00,10778491000.00,61082550299.80,6792856000.00,82288772144.60,54616860456.00,9.93,-11.05,44367780000.00,4.77,28284502000.00,BBB,17875964000.00,16616314000.00
VTRS US Equity,VIATRIS INC,-3514899872.00,14711300096.00,257400000.00,-2663100000.00,22481800000.00,1937100000.00,37193100000.00,16303723775.52,23.99,13.73,14299900000.00,-2.96,14434850000.00,BBB,7094300000.00,9789200000.00
601118 CH Equity,CHINA HAINAN-A,288717480.00,11424018432.00,956873060.49,265526946.75,24107534162.52,195145874.97,35531552432.60,33636303055.79,124.28,34.36,50733981829.03,0.07,17092053562.97,BBB,14166455240.54,14795294762.55
3711 TT Equity,ASE TECHNOLOGY H,40658000384.00,339552403456.00,118195370000.00,50755533000.00,464273714219.63,-22581518000.00,889333354000.00,1423049530240.00,34.28,27.74,645387710000.00,9.33,263662466000.00,BBB,244348583000.00,313795092000.00
FCX US Equity,FREEPORT-MCMORAN,2204000000.00,30766000128.00,8823000000.00,6518000000.00,27401000000.00,1116000000.00,58167000000.00,85312287332.16,46.38,17.17,25915000000.00,1.51,11502000000.00,BBB,6019000000.00,13790000000.00
MALLPLAZ CI Equity,PLAZA SA,1431011631104.00,4524553011200.00,1971660372000.00,1968050836000.00,3059089805000.00,382472397000.00,7583642938000.00,8650500000000.00,6.04,23.98,653911091000.00,653.44,1595438798000.00,BBB,307106670000.00,472143023000.00
FBIN US Equity,FORTUNE BRANDS I,298900000.00,2388600064.00,772300000.00,516100000.00,4132000000.00,366800000.00,6520600000.00,5481069061.36,12.95,-8.24,4463200000.00,2.47,2818600000.00,BBB,1071600000.00,1974200000.00
IWG LN Equity,INTERNATIONAL WO,18000000.00,-215000000.00,436000000.00,143000000.00,9372360354.22,140950000.00,9094598716.22,1962689926.95,157.62,-7.95,3762000000.00,0.02,7817000000.00,BBB,3799000000.00,1712000000.00
MLM US Equity,MARTIN MAR MTLS,1137000000.00,10033999872.00,2153000000.00,1437000000.00,8677000000.00,978000000.00,18711000000.00,36789744939.54,35.59,-1.91,6150000000.00,18.84,6007000000.00,BBB,895000000.00,3193000000.00
ALL AU Equity,ARISTOCRAT LEISU,1640300032.00,6557199872.00,2423900000.00,1847900000.00,3835300000.00,1582700000.00,10392500000.00,28160944584.39,24.21,-21.00,6297000000.00,2.63,2030200000.00,BBB,1798700000.00,2961700000.00
KGX GR Equity,KION GROUP AG,230100000.00,6122999808.00,1566600000.00,407700000.00,12171900000.00,483900000.00,18294900000.00,6344766649.00,28.77,-25.93,11297300000.00,1.76,6865500000.00,BBB,5106800000.00,5080800000.00
STO AU Equity,SANTOS LTD,818000000.00,15665000448.00,3269000000.00,1492000000.00,14835500000.00,757000000.00,29858380570.35,24812984988.42,21.23,26.49,4939000000.00,0.25,7540000000.00,BBB,1938000000.00,2957000000.00
ZBH US Equity,ZIMMER BIOMET HO,705200000.00,12705800192.00,2256200000.00,1098100000.00,10385900000.00,1172100000.00,23091700000.00,18412810096.44,16.96,4.66,8231500000.00,3.57,7752100000.00,BBB,2583700000.00,5119900000.00
CTRA US Equity,COTERRA ENERGY I,1717000000.00,14837999616.00,4942000000.00,2452000000.00,9403000000.00,1634000000.00,24241000000.00,23560232346.45,18.17,17.90,7645000000.00,2.28,4006000000.00,BBB,1557000000.00,1849000000.00
ALA CN Equity,ALTAGAS LTD,768000000.00,9548000256.00,1960000000.00,1288000000.00,17222000000.00,-344000000.00,26770000000.00,14406290487.16,21.11,10.59,12705000000.00,2.49,9373102493.16,BBB,3559000000.00,2907000000.00
ATR US Equity,APTARGROUP INC,392789000.00,2685980928.00,811115000.00,501038000.00,2566738000.00,299580000.00,5252719000.00,8503275398.80,22.66,8.70,3777181000.00,5.97,1548649000.00,BBB,1166444000.00,1893562000.00
FIS US Equity,FIDELITY NATIONA,382000000.00,13902000128.00,3701000000.00,1741000000.00,19586000000.00,2662000000.00,33488000000.00,26486645895.12,14.20,-22.52,10677000000.00,0.75,12263146952.68,BBB,7616000000.00,4488000000.00
IRE IM Equity,IREN SPA,294957008.00,3627539968.00,1245013000.00,542415000.00,8101122000.00,41584000.00,11728662000.00,3343393552.04,11.50,2.97,6505976000.00,0.23,4620744000.00,BBB,2274420000.00,1926843000.00
MAS US Equity,MASCO CORP,810000000.00,76000000.00,1459000000.00,1248000000.00,5125000000.00,866000000.00,5201000000.00,12961627031.10,21.68,0.74,7562000000.00,3.87,3215000000.00,BBB,1573000000.00,2840000000.00
1928 HK Equity,SANDS CHINA LTD,896000000.00,1400999936.00,2044000000.00,1252000000.00,9170000000.00,1207855222.26,10571000000.00,137182789818.46,19.58,-13.52,7443000000.00,0.11,6853300000.00,BBB,2319000000.00,1974000000.00
WB US Equity,WEIBO CORP-ADR,462606992.00,3937129984.00,562317000.00,491102000.00,2961653000.00,574814302.42,6898783000.00,2335633171.20,4.83,-6.65,1740785000.00,1.95,1861607000.00,BBB,949652000.00,3177870000.00
6269 JP Equity,MODEC INC,360677000.00,1474043008.00,343090000.00,303912000.00,3288529000.00,236685000.00,4762572000.00,832104027500.00,14.63,2.31,4581232000.00,5.27,420283000.00,BBB,2964750000.00,2779612000.00
LNG US Equity,CHENIERE ENERGY,5330000128.00,12942000128.00,11209000000.00,9112000000.00,34804000000.00,2461000000.00,47882000000.00,53633265597.45,22.81,31.60,19976000000.00,24.36,25603000000.00,BBB,3916000000.00,3692000000.00
OKE US Equity,ONEOK INC,3393000000.00,22569000960.00,7255000000.00,5741000000.00,44072000000.00,2447000000.00,66641000000.00,54747091303.62,15.74,19.95,33629000000.00,5.42,32816000000.00,BBB,6365000000.00,4488000000.00
FGP LN Equity,FIRSTGROUP PLC,127200000.00,640000000.00,848300000.00,225900000.00,2720700000.00,432000000.00,3360700000.00,965302971.22,7.87,-7.87,5019800000.00,0.22,1413000000.00,BBB,1667600000.00,1168500000.00
AKRBP NO Equity,AKER BP ASA,132300000.00,11226200064.00,7333900000.00,4759900000.00,33579800000.00,-559600000.00,44806000000.00,197190929520.00,153.25,23.08,10943100000.00,0.21,8897431250.00,BBB,3930700000.00,5144800000.00
OSK US Equity,OSHKOSH CORP,647000000.00,4530500096.00,1163600000.00,939500000.00,5541900000.00,618000000.00,10072400000.00,9671269325.22,15.33,23.49,10422300000.00,10.07,2323600000.00,BBB,2664400000.00,5168500000.00
IGG LN Equity,IG GROUP HOLDING,380400000.00,1842400000.00,528700000.00,470800000.00,1222000000.00,530300000.00,3064400000.00,4479278032.00,12.70,2.74,1089900000.00,1.06,567700000.00,BBB,598100000.00,2053300000.00
BC US Equity,BRUNSWICK CORP,-137300000.00,1625600000.00,314400000.00,-40700000.00,3686600000.00,396300000.00,5312200000.00,4579776348.84,32.56,-4.37,5362800000.00,-2.10,2282800000.00,BBB,1428700000.00,2063300000.00
DOW AU Equity,DOWNER EDI LTD,159200000.00,2149799936.00,634100000.00,313300000.00,3931800000.00,454700000.00,6081600000.00,4900629955.23,33.30,-5.60,10113300000.00,0.22,1295500000.00,BBB,3086300000.00,2748300000.00
PAA US Equity,PLAINS ALL AMER,1436000000.00,13080000512.00,2424000000.00,1434000000.00,17089000000.00,2293000000.00,30169000000.00,15578139560.64,19.29,25.61,44262000000.00,1.66,11488000000.00,BBB,4931000000.00,4733000000.00
GENM MK Equity,GENTING MALAYSIA,754915000.00,10937073664.00,3141272727.27,1896090909.09,19440503000.00,1638077576.25,29566691550.20,10995419286.33,14.58,-4.90,11884319000.00,0.13,14676513000.00,BBB,3920879000.00,5169517000.00
GIL CN Equity,GILDAN ACTIVEWEA,398878992.00,3562221056.00,767504000.00,619938000.00,6903016000.00,499879000.00,10465237000.00,15715607473.35,15.49,-1.07,3619236000.00,2.63,4628181000.00,BBB,2235656000.00,4709877000.00
TEMN SW Equity,TEMENOS AG-REG,280606000.00,477975008.00,374597000.00,247991000.00,1771278000.00,333198000.00,2249253000.00,5389440448.21,23.43,-7.79,1090830000.00,4.03,787692958.16,BBB,850387000.00,494120000.00
NPI CN Equity,NORTHLAND POWER,-163248000.00,4424542208.00,994977000.00,279393000.00,8813822000.00,976536000.00,13238364000.00,5543843332.80,112.01,19.47,2434970000.00,-0.87,7106006102.34,BBB,1143381000.00,1227081000.00
APP US Equity,APPLOVIN CO-CL A,3333751040.00,2134670976.00,4360159000.00,4151914000.00,5124939000.00,3971094000.00,7259610000.00,169360774920.00,48.41,-25.48,5480717000.00,9.85,3562222000.00,BBB,1333788000.00,4430792000.00
HII US Equity,HUNTINGTON INGAL,605000000.00,5072999936.00,1058000000.00,657000000.00,7676000000.00,794000000.00,12749000000.00,16839429847.68,32.51,26.57,12484000000.00,15.39,2981000000.00,BBB,3045000000.00,3451000000.00
CNXC US Equity,CONCENTRIX CORP,-1278924064.00,2744345088.00,62718000.00,-918183000.00,8072157513.51,572471000.00,10761086000.00,2157662594.88,533.13,-14.63,9825771000.00,-20.84,5536697000.00,BBB,2196350000.00,3084503000.00
INF LN Equity,INFORMA PLC,73000000.00,6328099840.00,563500000.00,139600000.00,6463600000.00,825200000.00,12791700000.00,9932797695.47,145.15,-9.89,3893700000.00,0.05,3862200000.00,BBB,2675000000.00,1558100000.00
FERTIGLB UH Equity,FERTIGLOBE PLC,433900000.00,1799800064.00,1024900000.00,727300000.00,3149700000.00,542900000.00,4949500000.00,24571904334.67,15.21,16.06,2827400000.00,0.05,1899000000.00,BBB,1303700000.00,1563700000.00
CLAS SP Equity,CAPITALAND ASCOT,327614008.00,4947332096.00,345989000.00,308517000.00,4047568762.04,231406000.00,8879311273.78,3404025323.33,10.90,-3.88,839165000.00,0.08,3342524364.12,BBB,730449000.00,755643000.00
LVS US Equity,LAS VEGAS SANDS,1627000000.00,1934000000.00,4298000000.00,2818000000.00,19986000000.00,1855000000.00,21920000000.00,36014414752.80,17.72,-17.22,13017000000.00,2.35,15989000000.00,BBB,4222000000.00,4832000000.00
RPM US Equity,RPM INTL INC,666604000.00,3130812928.00,1074777000.00,870173000.00,4739427000.00,582896000.00,7870240000.00,13081650261.62,18.42,-1.31,7582175000.00,5.22,2868123000.00,BBB,1406326000.00,3121172000.00
TDY US Equity,TELEDYNE TECH,894800000.00,10513899520.00,1532200000.00,1149800000.00,4771400000.00,1074000000.00,15285300000.00,29989171616.04,35.06,26.81,6115400000.00,19.06,2642100000.00,BBB,1860100000.00,3055600000.00
JDEP NA Equity,JDE PEET'S NV,796000000.00,11233999872.00,1200000000.00,757000000.00,12897000000.00,1087000000.00,24131000000.00,15475263323.85,19.36,0.69,9921000000.00,1.64,5500000000.00,BBB,6777000000.00,4954000000.00
NFG US Equity,NATL FUEL GAS CO,655162992.00,3587960064.00,1472641000.00,1003392000.00,5617912000.00,204835000.00,9205872000.00,8830805489.39,10.90,16.08,2369693000.00,7.23,3050052000.00,BBB,1173968000.00,758600000.00
SVT LN Equity,SEVERN TRENT,315400000.00,1805699968.00,1230800000.00,758600000.00,15441200000.00,-963500000.00,17246900000.00,9195233689.08,29.75,12.08,2645900000.00,1.05,8900128742.42,BBB,1784200000.00,2556500000.00
INGR US Equity,INGREDION INC,729000000.00,4366000128.00,1309000000.00,1016000000.00,3531000000.00,511000000.00,7897000000.00,7227979058.03,10.15,4.92,7219000000.00,11.34,1971000000.00,BBB,1316000000.00,3505000000.00
CF US Equity,CF INDUSTRIES HO,1455000000.00,7775000064.00,3324000000.00,2300000000.00,6313000000.00,1802000000.00,14088000000.00,17791776095.38,12.13,50.49,7084000000.00,9.01,3636000000.00,BBB,887000000.00,2985000000.00
NVT US Equity,NVENT ELECTRIC,710300000.00,3730200064.00,855700000.00,616800000.00,3167600000.00,371900000.00,6851900000.00,17146558621.44,38.98,4.17,3893100000.00,4.35,1746700000.00,BBB,1003500000.00,1639600000.00
EMA CN Equity,EMERA INC,1090000000.00,13395999744.00,3273000000.00,1975000000.00,31421000000.00,-1730000000.00,44817000000.00,21460773323.14,22.50,6.24,8776000000.00,3.40,20671816481.09,BBB,6627000000.00,4389000000.00
AL US Equity,AIR LEASE C,1088387008.00,8472756224.00,3483785000.00,2260253000.00,24410937000.00,-1896974000.00,32883693000.00,7228524524.16,13.30,0.79,3015749000.00,9.35,19730129000.00,BBB,3111947000.00,469950000.00
CMPC CI Equity,CMPC,201724000.00,10101971968.00,1089281000.00,415258000.00,9529037629.74,333903000.00,17591397697.85,3222250000000.00,17.68,-8.85,7475096000.00,0.08,6359018000.00,BBB,2089423000.00,4365561000.00
TABREED UH Equity,TABREED,465344000.00,6672247808.00,1142256000.00,791852000.00,7574580256.19,816103000.00,14581188000.00,7596873973.98,17.17,-11.11,2456325000.00,0.16,6680175532.00,BBB,898427000.00,1664538000.00
AQN CN Equity,ALGONQUIN POWER,180800000.00,5048300032.00,905000000.00,504700000.00,9087900000.00,-178300000.00,14136200000.00,6416507842.55,20.93,-1.07,2433600000.00,0.22,6543400000.00,BBB,1198900000.00,1204100000.00
ILMN US Equity,ILLUMINA INC,850000000.00,2723000064.00,1143000000.00,807000000.00,3921000000.00,931000000.00,6644000000.00,19054398000.00,23.32,-4.99,4343000000.00,5.48,2553000000.00,BBB,1585000000.00,3289000000.00
EEFT US Equity,EURONET WORLDWID,309500000.00,1322499968.00,722400000.00,529800000.00,5171643707.08,420800000.00,6488700000.00,2884118104.43,9.51,-3.65,4244200000.00,7.26,2178700000.00,BBB,3854700000.00,4270200000.00
KGF LN Equity,KINGFISHER PLC,185000000.00,6371999744.00,1081000000.00,427000000.00,5349000000.00,985000000.00,11721000000.00,5337264617.08,30.87,4.16,12839000000.00,0.11,2367000000.00,BBB,3034000000.00,3869000000.00
PIRC IM Equity,PIRELLI E C SPA,530700000.00,5858848768.00,1544411764.71,891200000.00,7540542230.27,546511326.57,13865076686.91,6146940912.36,11.76,0.44,6776200000.00,0.50,3668456038.55,BBB,3228225000.00,3910830000.00
NWSA US Equity,NEWS CORP-CL A,1151000000.00,9461999616.00,1330000000.00,861000000.00,6048000000.00,412000000.00,15510000000.00,14161900505.98,1.76,-5.74,8624000000.00,2.03,2923000000.00,BBB,2522000000.00,4573000000.00
ALICORC1 PE Equity,ALICORP-C,456403000.00,1388866048.00,1470618000.00,1034649000.00,9279930000.00,1096144000.00,10668796000.00,6535582930.10,18.56,6.07,11763822000.00,0.65,4241127000.00,BBB,4855155000.00,3939143000.00
KPN NA Equity,KPN (KONIN) NV,855000000.00,3560999936.00,2716000000.00,1370000000.00,9135000000.00,1292000000.00,12696000000.00,18023534544.66,22.56,19.16,5797000000.00,0.21,6984000000.00,BBB,2120000000.00,1350000000.00
NEU US Equity,NEWMARKET CORP,418747000.00,1778242944.00,687831000.00,543725000.00,1714222000.00,491330000.00,3492465000.00,6026717480.48,14.39,-6.68,2725169000.00,44.56,979766000.00,BBB,419279000.00,1059712000.00
CQP US Equity,CHENIERE ENERGY,2987000064.00,414000000.00,4405000000.00,3706000000.00,17023000000.00,2569000000.00,17437000000.00,30442163795.47,13.45,19.32,10758000000.00,6.17,14552000000.00,BBB,1708000000.00,1338000000.00
TRGP US Equity,TARGA RESOURCES,1852500032.00,3198200064.00,4892400000.00,3331200000.00,22020200000.00,584100000.00,25218400000.00,50986566485.60,22.26,29.20,17028300000.00,8.59,17546300000.00,BBB,3546800000.00,2362700000.00
DRI US Equity,DARDEN RESTAURAN,1122200000.00,2080400000.00,2000500000.00,1460600000.00,10859800000.00,994500000.00,12940200000.00,23393992611.82,20.18,11.23,12576500000.00,9.61,8316100000.00,BBB,2650500000.00,1043400000.00
RENE PL Equity,REN-REDE ENERGET,159813000.00,1506034944.00,513142857.14,246857142.86,3873479000.00,86113799.03,5470441926.92,2505303265.16,13.43,19.13,493000000.00,0.24,2432333000.00,BBB,1430046000.00,275711000.00
MPLX US Equity,MPLX LP,4911999872.00,14528000000.00,7354000000.00,5943000000.00,28477000000.00,4101000000.00,43005000000.00,59541734365.05,12.48,12.04,12998000000.00,4.82,25925000000.00,BBB,3249000000.00,3994000000.00
RTO LN Equity,RENTOKIL INITIAL,565711616.00,7390529024.00,1301780771.26,770253262.84,12026088000.00,1229239796.17,19416616800.00,11599575460.27,47.48,4.49,9111146472.03,0.22,8246076000.00,BBB,4459338000.00,5191126800.00
WTB LN Equity,WHITBREAD PLC,250700000.00,3192499968.00,904000000.00,494000000.00,6832700000.00,141300000.00,10025200000.00,4032506501.40,17.48,-2.08,2893100000.00,1.43,5714400000.00,BBB,1471900000.00,1039600000.00
GALD SW Equity,GALDERMA GROUP A,613000000.00,8149000192.00,1152000000.00,829000000.00,4995856971.60,1072000000.00,13393000000.00,36112861719.01,76.99,-3.76,5241000000.00,2.61,2807672547.03,BBB,2055000000.00,2436000000.00
GCC* MM Equity,GCC,299493000.00,2280976896.00,486995000.00,373252000.00,1190164146.46,53759000.00,3260137337.24,63812462000.00,11.66,3.56,1408696000.00,0.91,654410000.00,BBB,290565000.00,1319996000.00
K CN Equity,KINROSS GOLD,2390099936.00,8694099968.00,4382600000.00,3277600000.00,3717000000.00,2543900000.00,12411100000.00,53129049678.36,17.65,14.54,7051100000.00,2.02,738200000.00,BBB,1399600000.00,3288500000.00
CTEC LN Equity,CONVATEC GROUP P,175000000.00,1518000000.00,540000000.00,316000000.00,2263000000.00,335000000.00,3781000000.00,4687735225.20,37.95,0.25,2439000000.00,0.09,1267066597.80,BBB,616000000.00,940000000.00
SFD US Equity,SMITHFIELD FOODS,864000000.00,6465999872.00,1560000000.00,1226000000.00,4905008374.36,476000000.00,11523000000.00,9540845495.97,11.21,8.69,15255000000.00,2.22,2391000000.00,BBB,1480000000.00,4594000000.00
1052 HK Equity,YUEXIU TRANSPORT,703607008.00,15745434624.00,3440412000.00,1701862000.00,21633700000.00,2615119000.00,37379135000.00,7562693541.49,9.47,-4.44,4139368000.00,0.42,17093535000.00,BBB,4408501000.00,2576871000.00
QUB AU Equity,QUBE HOLDINGS LT,157900000.00,3118000128.00,818000000.00,446500000.00,3611900000.00,165500000.00,6729900000.00,8763539121.72,39.26,4.89,4367700000.00,0.09,3056400000.00,BBB,620600000.00,929700000.00
IT US Equity,GARTNER INC,729179016.00,319908000.00,1264341000.00,1025711000.00,7765492000.00,1175223000.00,8085400000.00,11906099686.00,13.59,-33.01,6497226000.00,9.68,3347950000.00,BBB,4072092000.00,4066337000.00
WMB US Equity,WILLIAMS COS INC,2618000000.00,14995000320.00,6582000000.00,4196000000.00,43578000000.00,1005000000.00,58573000000.00,90688845360.64,33.86,23.51,11950000000.00,2.15,28844000000.00,BBB,6106000000.00,3244000000.00
